TRANS DATE;TRANS VAT DESC;ORIGINAL GROSS AMT;ORIGINAL CUR;BILLING GROSS AMT;BILLING CUR CODE;MERCHANT NAME;CARD NUMBER;TRANS CAC CODE 1;TRANS CAC DESC 1;TRANS CAC CODE 2;TRANS CAC DESC 2;TRANS CAC CODE 3;Directorate
08/11/17;VR;45.00;GBP;45.00;GBP;malthurst petroleu;************5804;K020;Vehicle Fuel;RVA12;Enablement Tyburn Rd;A00;Adult Social Care and Health
13/11/17;VR;50.04;GBP;50.04;GBP;mibsons service st;************5804;K020;Vehicle Fuel;RVA12;Enablement Tyburn Rd;A00;Adult Social Care and Health
24/11/17;VR;50.00;GBP;50.00;GBP;beeches road servi;************5804;K020;Vehicle Fuel;RVA12;Enablement Tyburn Rd;A00;Adult Social Care and Health
28/11/17;VR;50.01;GBP;50.01;GBP;malthurst limited;************5804;K020;Vehicle Fuel;RVA12;Enablement Tyburn Rd;A00;Adult Social Care and Health
06/11/17;VR;65.19;GBP;65.19;GBP;rontec moseley;************2823;K020;Vehicle Fuel;RV191;Moseley Day Centre;A00;Adult Social Care and Health
08/11/17;VR;20.61;GBP;20.61;GBP;rontec moseley;************2823;K020;Vehicle Fuel;RV191;Moseley Day Centre;A00;Adult Social Care and Health
28/11/17;VR;62.18;GBP;62.18;GBP;rontec moseley;************2823;K020;Vehicle Fuel;RV191;Moseley Day Centre;A00;Adult Social Care and Health
29/11/17;VR;57.55;GBP;57.55;GBP;rontec moseley;************2823;K020;Vehicle Fuel;RV191;Moseley Day Centre;A00;Adult Social Care and Health
06/11/17;VR;70.34;GBP;70.34;GBP;texaco ash motor;************7214;K020;Vehicle Fuel;RV12T;Shakti Elders Dce, 73 Conybere St, B12;A00;Adult Social Care and Health
13/11/17;VR;70.33;GBP;70.33;GBP;texaco ash motor;************7214;K020;Vehicle Fuel;RV12T;Shakti Elders Dce, 73 Conybere St, B12;A00;Adult Social Care and Health
20/11/17;VR;77.29;GBP;77.29;GBP;texaco ash motor;************7214;K020;Vehicle Fuel;RV12T;Shakti Elders Dce, 73 Conybere St, B12;A00;Adult Social Care and Health
27/11/17;VR;76.05;GBP;76.05;GBP;texaco ash motor;************7214;K020;Vehicle Fuel;RV12T;Shakti Elders Dce, 73 Conybere St, B12;A00;Adult Social Care and Health
06/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
06/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
08/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
10/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
16/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
17/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
17/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
17/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
17/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
21/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
22/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
24/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
29/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
29/11/17;VZ;75.00;GBP;75.00;GBP;hmcourts-service.g;************8998;MC70;Supplies & Sev Mic;RV3T0;Mental Health Management Budget;A00;Adult Social Care and Health
08/11/17;VR;37.06;GBP;37.06;GBP;malthurst limited;************5463;K020;Vehicle Fuel;RV18P;Hockley Day Centre;A00;Adult Social Care and Health
03/11/17;VR;30.01;GBP;30.01;GBP;malthurst petroleu;************8061;K020;Vehicle Fuel;RVA12;Enablement Tyburn Rd;A00;Adult Social Care and Health
