TRANS DATE;TRANS VAT DESC;ORIGINAL GROSS AMT;ORIGINAL CUR;BILLING GROSS AMT;BILLING CUR CODE;MERCHANT NAME;CARD NUMBER;TRANS CAC CODE 1;TRANS CAC DESC 1;TRANS CAC CODE 2;TRANS CAC DESC 2;TRANS CAC CODE 3;Directorate
19/07/17;VR;78.82;GBP;78.82;GBP;shell fiveways 387;************1147;K020;Vehicle Fuel;RV1K2;Elders Group - Ladywood;A00;Adult & Communities
01/08/17;VR;64.77;GBP;64.77;GBP;shell fiveways 387;************1147;K020;Vehicle Fuel;RV1K2;Elders Group - Ladywood;A00;Adult & Communities
24/07/17;VR;58.33;GBP;58.33;GBP;shell fiveways 387;************1147;K020;Vehicle Fuel;RV1K2;Elders Group - Ladywood;A00;Adult & Communities
24/07/17;VR;60.00;GBP;60.00;GBP;shell fiveways 387;************1147;K020;Vehicle Fuel;RV1K2;Elders Group - Ladywood;A00;Adult & Communities
21/07/17;VR;52.11;GBP;52.11;GBP;shell fiveways 387;************1147;K020;Vehicle Fuel;RV1K2;Elders Group - Ladywood;A00;Adult & Communities
11/07/17;VR;31.00;GBP;31.00;GBP;shell fiveways 387;************8738;K020;Vehicle Fuel;RV12T;Shakti Elders Dce, 73 Conybere St, B12;A00;Adult & Communities
11/07/17;VR;60.20;GBP;60.20;GBP;shell fiveways 387;************8738;K020;Vehicle Fuel;RV12T;Shakti Elders Dce, 73 Conybere St, B12;A00;Adult & Communities
11/07/17;VR;74.60;GBP;74.60;GBP;shell fiveways 387;************8738;K020;Vehicle Fuel;RV12T;Shakti Elders Dce, 73 Conybere St, B12;A00;Adult & Communities
19/07/17;VR;55.02;GBP;55.02;GBP;beeches road servi;************5804;K020;Vehicle Fuel;RVA12;Enablement Tyburn Rd;A00;Adult & Communities
28/07/17;VR;60.01;GBP;60.01;GBP;beeches road servi;************5804;K020;Vehicle Fuel;RVA12;Enablement Tyburn Rd;A00;Adult & Communities
24/07/17;VR;40.00;GBP;40.00;GBP;perry barr service;************5804;K020;Vehicle Fuel;RVA12;Enablement Tyburn Rd;A00;Adult & Communities
19/07/17;VR;11.87;GBP;11.87;GBP;rontec moseley;************2823;K020;Vehicle Fuel;RV191;Moseley Day Centre;A00;Adult & Communities
18/07/17;VR;65.99;GBP;65.99;GBP;rontec moseley;************2823;K020;Vehicle Fuel;RV191;Moseley Day Centre;A00;Adult & Communities
31/07/17;VR;36.56;GBP;36.56;GBP;malthurst waterlinks;************2823;K020;Vehicle Fuel;RV191;Moseley Day Centre;A00;Adult & Communities
